,Nr. of Sect. Chd,min. Chd Diameter,max. Chd Diameter,initial $\mu$ 3D,initial $\sigma$ 3D,$\mu$ Fit 3D,$\sigma$ Fit 3D,mean 3D,median 3D,mode 3D,$\mu$ Fit 2D,$\sigma$ Fit 2D,mean 2D,median 2D,mode 2D
6380,7445,340,4000,6.6,0.2,6.600026276153431,0.19979363208037162,749.9338659157395,735.1145049697222,706.3485275272953,6.3394922341332505,0.4565510820848518,628.7361412425503,566.5085846163737,459.9203597796275
6381,7444,360,4000,6.6,0.2,6.600105610353907,0.19965700806526623,749.9728986834192,735.1728270046675,706.4431201094698,6.339555969245336,0.4565486268336661,628.7755102651371,566.5446922551617,459.9507049468007
6382,7444,380,4000,6.6,0.2,6.600303356328111,0.19934666544299792,750.074775959414,735.318218846404,706.6703302530534,6.339555969245336,0.4565486268336661,628.7755102651371,566.5446922551617,459.9507049468007
6383,7443,400,4000,6.6,0.2,6.600748727060915,0.19870913328884482,750.3137008547661,735.6457809982587,707.1645673990297,6.339619251637827,0.4565466486047513,628.8147340249178,566.5805456931743,459.9806435163948
6384,7586,0,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6385,7586,20,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6386,7586,40,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6387,7586,60,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6388,7586,80,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6389,7586,100,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6390,7586,120,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6391,7586,140,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6392,7586,160,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6393,7586,180,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6394,7586,200,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6395,7586,220,4000,6.6,0.25,6.600234807155255,0.25014021098032446,758.6343202007339,735.2678151183026,690.6717550302898,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6396,7586,240,4000,6.6,0.25,6.60024062393429,0.2501273024797868,758.6362834937437,735.2720920211538,690.6802327206907,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6397,7586,260,4000,6.6,0.25,6.600254427102123,0.2500996227079947,758.6415029932565,735.2822411752877,690.6993298338099,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6398,7586,280,4000,6.6,0.25,6.60028925650152,0.2500346698182447,758.6556038540356,735.3078510601207,690.745825524998,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6399,7586,300,4000,6.6,0.25,6.600381643149094,0.24987637301923568,758.6956767133888,735.3757868255454,690.8643130771278,6.355224152564101,0.4929869640964165,649.8504281999556,575.4913240588425,451.3251376416791
6400,7585,320,4000,6.6,0.25,6.600613793833578,0.24951033519973334,758.8024732811098,735.5465246354928,691.1510433274639,6.355321978436302,0.4929458298621427,649.9008248050148,575.5476247533501,451.38759699589974
6401,7585,340,4000,6.6,0.25,6.601070986591419,0.2488499861322885,759.0245669466369,735.8828880652147,691.6946984073945,6.355321978436302,0.4929458298621427,649.9008248050148,575.5476247533501,451.38759699589974
6402,7581,360,4000,6.6,0.25,6.601916421585712,0.2477292670770917,759.455186594119,736.5052922745637,692.6651073566832,6.355781135648074,0.4926528957927828,650.1054454581393,575.8119522752737,451.7253037025733
6403,7566,380,4000,6.6,0.25,6.6033089174136945,0.2460426055956202,760.1968396595597,737.5315872112157,694.2082264698882,6.357552990291488,0.4907572643394483,650.651609267447,576.8331117625777,453.3707837166517
6404,7556,400,4000,6.6,0.25,6.605420533123828,0.24370558623847954,761.367942352257,739.0906159529837,696.4723684012142,6.358417825781842,0.49040603648818454,651.102360795899,577.3321932902434,453.919443538565
6405,7599,0,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6406,7599,20,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6407,7599,40,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6408,7599,60,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6409,7599,80,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6410,7599,100,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6411,7599,120,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6412,7599,140,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6413,7599,160,4000,6.6,0.3,6.599702627463522,0.3002002647104853,768.7476228817799,734.8766246201634,671.5459406108406,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6414,7599,180,4000,6.6,0.3,6.599704047462672,0.3001970563728847,768.7479740922831,734.8776681450869,671.548187792967,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6415,7599,200,4000,6.6,0.3,6.599713435578262,0.30017712066776336,768.7505906644681,734.8845672939647,671.5625301995235,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6416,7599,220,4000,6.6,0.3,6.5997420662526185,0.30012117650195574,768.759692018564,734.9056078359016,671.604311997676,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6417,7599,240,4000,6.6,0.3,6.599815850328844,0.29998897550066833,768.7859198519496,734.9598341677843,671.7071554124266,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6418,7599,260,4000,6.6,0.3,6.600008312135406,0.2996706397310317,768.8605074312396,735.1012994781166,671.9647070133573,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6419,7599,280,4000,6.6,0.3,6.600408134175525,0.29906307889970296,769.0280899685529,735.3952679429873,672.4780079542809,6.389255142400448,0.5120825156829185,678.82909431355,595.4129166398019,458.0721202592111
6420,7595,300,4000,6.6,0.3,6.601142709959434,0.2980411152878104,769.358432627713,735.935669957236,673.3829610612007,6.389770480788974,0.5116445171862033,679.0267593833338,595.719834849346,458.5137905695462
6421,7592,320,4000,6.6,0.3,6.602320553687144,0.29653516241587946,769.9203785046144,736.8029978581858,674.7804988764593,6.39005371873029,0.5115468157154578,679.1851637630633,595.8885892066601,458.68952912624445
6422,7582,340,4000,6.6,0.3,6.604184208380516,0.29434711632140054,770.8581083960519,738.1774245538096,676.9138305480323,6.391591675133962,0.5092071560161392,679.418740336513,596.8057449703155,460.4939636676689
6423,7571,360,4000,6.6,0.3,6.606819402120277,0.29151063386585746,772.2502279296391,740.1252303775136,679.8287664825286,6.392861408329212,0.5083028721422436,679.9690709531068,597.5640103312957,461.5034818267673
6424,7548,380,4000,6.6,0.3,6.610578557600085,0.2877901803859217,774.323814869188,742.912712199264,683.8614712326973,6.395363629939364,0.5059686810626306,680.8661809172263,599.0611201805737,463.7563579640105
6425,7529,400,4000,6.6,0.3,6.6154447184615774,0.2833633826641784,777.1179353360161,746.5366551564647,688.9370563954618,6.396992075516841,0.5054676607419709,681.8030639076904,600.037453349329,464.74762646243306
6426,7831,0,4000,6.6,0.35,6.600765729829932,0.34990295921945247,782.0993435506082,735.6582891198872,650.8854384761149,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6427,7831,20,4000,6.6,0.35,6.600765729829932,0.34990295921945247,782.0993435506082,735.6582891198872,650.8854384761149,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6428,7831,40,4000,6.6,0.35,6.600765729829932,0.34990295921945247,782.0993435506082,735.6582891198872,650.8854384761149,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6429,7831,60,4000,6.6,0.35,6.600765729829932,0.34990295921945247,782.0993435506082,735.6582891198872,650.8854384761149,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6430,7831,80,4000,6.6,0.35,6.600765729829932,0.34990295921945247,782.0993435506082,735.6582891198872,650.8854384761149,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6431,7831,100,4000,6.6,0.35,6.600765729829932,0.34990295921945247,782.0993435506082,735.6582891198872,650.8854384761149,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6432,7831,120,4000,6.6,0.35,6.600765729829932,0.34990295921945247,782.0993435506082,735.6582891198872,650.8854384761149,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6433,7831,140,4000,6.6,0.35,6.600767443726544,0.349898936643421,782.0995831807577,735.6595499632172,650.8883862797693,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6434,7831,160,4000,6.6,0.35,6.60077060536126,0.34989213696660193,782.1001951411864,735.6618758536661,650.8935413282992,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6435,7831,180,4000,6.6,0.35,6.600789531306211,0.34985500876872105,782.1048375216092,735.6757990815863,650.922771202267,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6436,7831,200,4000,6.6,0.35,6.600890356669805,0.3496742761817459,782.1342542069369,735.7499776009913,651.0707122298796,6.417653934624693,0.5384808045177161,708.134978443399,612.564311102082,458.3771687602184
6437,7829,220,4000,6.6,0.35,6.601107941956227,0.349315307226494,782.2063136045484,735.9100833883022,651.3758108738626,6.418112204168468,0.5377471035151602,708.1799144298418,612.8450950019045,458.94953424144813
6438,7828,240,4000,6.6,0.35,6.60156965213287,0.3486173483854884,782.376967429674,736.2499390142601,651.9941545925021,6.418344716556,0.5373877897559113,708.2077868204804,612.9876056452335,459.23363073055395
6439,7828,260,4000,6.6,0.35,6.602386289016951,0.347486287798051,782.7079587766951,736.8514334381997,653.0407742879013,6.418344716556,0.5373877897559113,708.2077868204804,612.9876056452335,459.23363073055395
6440,7825,280,4000,6.6,0.35,6.603765347693818,0.3457315981564793,783.3115555638162,737.8682957963176,654.7379044842559,6.418760399261795,0.5370501843868163,708.373749752499,613.2424669588175,459.59124596142465
6441,7813,300,4000,6.6,0.35,6.605922876903937,0.3432062469159688,784.3208161051971,739.4619867969515,657.2946191750939,6.4206711055187276,0.5345755163689694,708.788090543646,614.4153133030579,461.69297912213176
6442,7806,320,4000,6.6,0.35,6.609020824211567,0.33987149259193344,785.8588058345864,741.7563531460985,660.8376471973678,6.421404362248926,0.5342214414667081,709.1738042742413,614.8660026819911,462.2065244085014
6443,7790,340,4000,6.6,0.35,6.61314400563727,0.3357830878160217,788.0165929417817,744.8210629993285,665.4035665466594,6.42318536797955,0.5330729123577554,710.002671656201,615.9620583072863,463.59838974585637
